ttM,uM,fBT,hp,tcM,startR,branch,BvR_T,BvR_Cq%,BvR_Cs%,BvR_Tb%,SvA_T,SvA_WR%,SvR_T,SvR_WR%,WvR_T,WvR_WR%
16,10,14,2500,5,50,40,165.6,0,67,33,116.6,76.7,124.6,90.0,97.1,76.7
16,10,14,3000,3,30,25,161.4,0,67,33,109.4,23.3,80.3,0.0,75.1,0.0
16,10,14,3000,3,30,30,175.4,0,60,40,115.9,50.0,91.4,6.7,79.4,0.0
16,10,14,3000,3,30,35,187.0,0,53,47,125.0,70.0,116.1,73.3,96.4,40.0
16,10,14,3000,3,30,40,187.0,0,53,47,129.4,60.0,130.0,83.3,110.9,56.7
16,10,14,3000,3,40,25,151.1,0,67,33,108.4,20.0,65.6,0.0,67.2,0.0
16,10,14,3000,3,40,30,178.4,0,53,47,113.3,16.7,80.6,16.7,67.3,0.0
16,10,14,3000,3,40,35,191.7,0,50,50,127.2,50.0,87.4,23.3,77.4,6.7
16,10,14,3000,3,40,40,152.0,0,67,33,136.1,76.7,106.2,30.0,84.7,20.0
16,10,14,3000,3,50,25,79.6,0,97,3,117.8,33.3,72.0,3.3,68.5,0.0
16,10,14,3000,3,50,30,72.0,0,100,0,111.9,26.7,84.9,16.7,74.7,6.7
16,10,14,3000,3,50,35,72.0,0,100,0,120.8,53.3,99.8,46.7,81.1,6.7
16,10,14,3000,3,50,40,82.9,0,97,3,124.3,70.0,123.4,50.0,94.6,40.0
16,10,14,3000,4,30,25,197.9,0,53,47,107.3,26.7,64.6,0.0,67.1,0.0
16,10,14,3000,4,30,30,195.1,0,57,43,118.4,43.3,103.0,33.3,91.9,20.0
16,10,14,3000,4,30,35,169.5,0,70,30,115.7,26.7,124.7,66.7,94.2,50.0
16,10,14,3000,4,30,40,204.2,0,50,50,133.5,80.0,135.0,80.0,105.2,76.7
16,10,14,3000,4,40,25,182.4,0,57,43,110.3,20.0,77.9,0.0,78.1,3.3
16,10,14,3000,4,40,30,198.2,0,50,50,114.9,20.0,93.1,10.0,81.4,6.7
16,10,14,3000,4,40,35,183.8,0,57,43,123.4,43.3,116.1,73.3,99.5,53.3
16,10,14,3000,4,40,40,204.2,0,47,53,124.8,56.7,122.6,80.0,115.2,70.0
16,10,14,3000,4,50,25,163.2,0,60,40,108.1,3.3,71.8,10.0,65.6,3.3
16,10,14,3000,4,50,30,177.1,0,57,43,120.1,36.7,79.4,10.0,74.5,6.7
16,10,14,3000,4,50,35,186.7,0,50,50,123.2,36.7,98.3,36.7,78.7,13.3
16,10,14,3000,4,50,40,183.2,0,57,43,121.8,60.0,113.1,20.0,85.9,30.0
16,10,14,3000,5,30,25,209.3,0,50,50,110.7,30.0,76.0,0.0,72.5,6.7
16,10,14,3000,5,30,30,205.0,0,50,50,120.8,33.3,101.2,16.7,78.6,10.0
16,10,14,3000,5,30,35,199.5,0,53,47,127.2,40.0,131.1,70.0,98.0,30.0
16,10,14,3000,5,30,40,195.0,0,57,43,129.9,63.3,130.1,73.3,104.2,50.0
16,10,14,3000,5,40,25,220.1,0,43,57,116.5,26.7,72.5,0.0,73.9,0.0
16,10,14,3000,5,40,30,203.1,0,50,50,123.6,46.7,93.5,10.0,88.0,20.0
16,10,14,3000,5,40,35,210.1,0,47,53,125.0,46.7,117.4,63.3,101.7,30.0
16,10,14,3000,5,40,40,201.2,0,53,47,136.8,70.0,125.5,93.3,109.1,76.7
16,10,14,3000,5,50,25,197.1,0,53,47,124.4,30.0,79.2,0.0,72.8,3.3
16,10,14,3000,5,50,30,170.0,0,63,37,114.3,26.7,95.8,13.3,80.5,13.3
16,10,14,3000,5,50,35,196.7,0,53,47,125.0,53.3,121.3,80.0,97.5,20.0
16,10,14,3000,5,50,40,213.5,0,43,57,127.5,53.3,126.1,80.0,103.3,63.3
16,12,10,1500,3,30,25,59.5,100,0,0,66.5,20.0,65.7,3.3,57.5,23.3
16,12,10,1500,3,30,30,67.8,97,0,3,72.1,33.3,71.5,26.7,62.0,63.3
16,12,10,1500,3,30,35,59.7,97,3,0,82.1,53.3,78.7,33.3,67.8,93.3
16,12,10,1500,3,30,40,60.0,100,0,0,74.7,43.3,94.1,66.7,63.0,96.7
16,12,10,1500,3,40,25,58.6,100,0,0,72.0,30.0,74.5,60.0,67.1,93.3
16,12,10,1500,3,40,30,58.7,100,0,0,73.9,40.0,84.2,66.7,62.6,93.3
16,12,10,1500,3,40,35,59.6,97,3,0,81.7,53.3,86.0,93.3,68.8,93.3
16,12,10,1500,3,40,40,58.5,100,0,0,81.7,66.7,95.3,83.3,85.8,86.7
16,12,10,1500,3,50,25,57.7,97,3,0,72.9,13.3,71.8,16.7,58.3,60.0
16,12,10,1500,3,50,30,57.4,100,0,0,74.4,46.7,76.5,33.3,66.1,70.0
16,12,10,1500,3,50,35,57.5,100,0,0,83.4,63.3,83.5,23.3,65.8,83.3
16,12,10,1500,3,50,40,57.3,100,0,0,77.5,56.7,93.2,90.0,68.9,83.3
16,12,10,1500,4,30,25,60.4,100,0,0,69.1,13.3,69.8,46.7,64.1,73.3
16,12,10,1500,4,30,30,68.1,97,0,3,77.1,33.3,91.5,63.3,72.7,86.7
16,12,10,1500,4,30,35,60.2,100,0,0,82.2,53.3,81.8,100.0,65.7,96.7
16,12,10,1500,4,30,40,60.8,100,0,0,87.8,56.7,96.5,90.0,74.8,93.3
16,12,10,1500,4,40,25,61.5,93,7,0,68.1,20.0,68.1,6.7,59.0,13.3
16,12,10,1500,4,40,30,59.3,100,0,0,70.7,26.7,72.3,26.7,61.6,56.7
16,12,10,1500,4,40,35,59.9,100,0,0,83.4,60.0,78.6,43.3,64.6,86.7
16,12,10,1500,4,40,40,59.2,100,0,0,73.8,36.7,95.3,83.3,69.8,86.7
16,12,10,1500,4,50,25,58.6,100,0,0,73.4,43.3,72.5,66.7,62.1,96.7
16,12,10,1500,4,50,30,58.5,100,0,0,74.8,33.3,81.0,66.7,63.5,90.0
16,12,10,1500,4,50,35,59.2,97,3,0,83.8,66.7,93.8,86.7,66.9,96.7
16,12,10,1500,4,50,40,58.2,100,0,0,76.1,50.0,92.8,86.7,62.8,100.0
16,12,10,1500,5,30,25,69.5,97,0,3,70.8,10.0,65.0,30.0,61.2,56.7
16,12,10,1500,5,30,30,61.8,100,0,0,75.9,26.7,79.2,90.0,65.7,86.7
16,12,10,1500,5,30,35,62.9,97,3,0,81.5,46.7,91.3,80.0,74.6,90.0
16,12,10,1500,5,30,40,69.8,97,0,3,80.4,46.7,97.4,90.0,71.7,93.3
16,12,10,1500,5,40,25,68.6,97,0,3,69.0,20.0,70.5,43.3,63.2,76.7
16,12,10,1500,5,40,30,69.1,93,3,3,76.2,40.0,74.5,53.3,66.0,83.3
16,12,10,1500,5,40,35,60.1,100,0,0,71.3,30.0,95.3,83.3,68.3,93.3
16,12,10,1500,5,40,40,60.4,100,0,0,81.1,56.7,95.8,86.7,68.9,96.7
16,12,10,1500,5,50,25,60.4,97,3,0,65.7,13.3,70.4,60.0,64.0,90.0
16,12,10,1500,5,50,30,59.4,100,0,0,75.6,40.0,74.2,56.7,62.4,93.3
16,12,10,1500,5,50,35,67.5,97,0,3,83.5,70.0,81.1,86.7,67.4,96.7
16,12,10,1500,5,50,40,67.3,97,0,3,80.3,56.7,94.3,86.7,80.0,90.0
16,12,10,2000,3,30,25,72.1,47,53,0,84.2,6.7,65.8,0.0,60.8,0.0
16,12,10,2000,3,30,30,72.2,63,37,0,84.0,26.7,79.1,20.0,70.0,10.0
16,12,10,2000,3,30,35,72.0,53,47,0,95.0,63.3,87.7,60.0,72.9,20.0
16,12,10,2000,3,30,40,79.6,27,70,3,99.5,66.7,93.0,40.0,75.5,26.7
16,12,10,2000,3,40,25,87.5,83,10,7,83.7,30.0,75.7,13.3,70.5,53.3
16,12,10,2000,3,40,30,80.4,87,10,3,88.2,43.3,81.8,50.0,78.8,70.0
16,12,10,2000,3,40,35,71.7,93,7,0,94.7,50.0,106.7,66.7,77.5,80.0
16,12,10,2000,3,40,40,71.1,100,0,0,96.1,76.7,112.1,80.0,96.8,83.3
16,12,10,2000,3,50,25,70.4,87,13,0,82.0,20.0,73.9,20.0,67.4,6.7
16,12,10,2000,3,50,30,70.5,80,20,0,84.3,26.7,80.9,33.3,68.2,10.0
16,12,10,2000,3,50,35,70.4,87,13,0,94.7,53.3,84.1,53.3,74.8,23.3
16,12,10,2000,3,50,40,70.3,90,10,0,98.5,66.7,100.2,73.3,74.0,33.3
16,12,10,2000,4,30,25,89.4,90,3,7,89.5,20.0,76.3,23.3,71.1,46.7
16,12,10,2000,4,30,30,73.2,100,0,0,89.0,26.7,90.3,40.0,73.6,60.0
16,12,10,2000,4,30,35,73.7,97,3,0,91.5,33.3,96.7,70.0,75.2,76.7
16,12,10,2000,4,30,40,96.9,87,3,10,107.4,63.3,104.2,66.7,85.9,80.0
16,12,10,2000,4,40,25,91.8,80,13,7,84.4,26.7,64.0,0.0,63.1,3.3
16,12,10,2000,4,40,30,72.8,90,10,0,85.1,20.0,75.3,16.7,68.5,6.7
16,12,10,2000,4,40,35,104.2,77,10,13,100.1,60.0,86.1,36.7,72.4,26.7
16,12,10,2000,4,40,40,80.4,87,10,3,96.4,66.7,104.6,70.0,75.3,53.3
16,12,10,2000,4,50,25,88.2,83,10,7,88.6,40.0,77.2,16.7,75.1,53.3
16,12,10,2000,4,50,30,94.5,83,7,10,96.5,43.3,85.0,43.3,72.9,66.7
16,12,10,2000,4,50,35,79.3,93,3,3,91.2,50.0,102.6,60.0,79.6,83.3
16,12,10,2000,4,50,40,78.7,93,3,3,92.6,60.0,104.2,83.3,75.6,80.0
16,12,10,2000,5,30,25,91.1,87,7,7,82.8,10.0,75.8,13.3,70.5,46.7
16,12,10,2000,5,30,30,91.3,87,7,7,80.2,13.3,85.5,46.7,79.6,70.0
16,12,10,2000,5,30,35,81.7,97,0,3,104.0,53.3,99.4,76.7,76.8,70.0
16,12,10,2000,5,30,40,97.8,87,3,10,100.3,63.3,113.5,70.0,89.7,86.7
16,12,10,2000,5,40,25,80.9,97,0,3,83.5,30.0,77.5,16.7,70.8,33.3
16,12,10,2000,5,40,30,99.4,87,3,10,95.3,36.7,84.3,30.0,76.4,60.0
16,12,10,2000,5,40,35,84.8,83,13,3,86.2,23.3,107.4,63.3,82.4,90.0
16,12,10,2000,5,40,40,81.2,93,3,3,94.6,60.0,112.1,56.7,81.1,100.0
16,12,10,2000,5,50,25,96.0,83,7,10,80.1,23.3,77.6,13.3,72.5,36.7
16,12,10,2000,5,50,30,72.7,93,7,0,88.2,26.7,81.5,23.3,72.9,50.0
16,12,10,2000,5,50,35,80.2,87,10,3,95.4,36.7,97.5,63.3,76.6,66.7
16,12,10,2000,5,50,40,97.7,73,17,10,98.0,73.3,98.5,60.0,83.6,90.0
16,12,10,2500,3,30,25,210.6,0,40,60,101.9,13.3,66.0,0.0,61.1,3.3
16,12,10,2500,3,30,30,171.8,0,57,43,95.5,16.7,76.0,6.7,67.4,3.3
16,12,10,2500,3,30,35,148.0,0,67,33,107.6,43.3,89.1,30.0,81.3,33.3
16,12,10,2500,3,30,40,171.6,0,57,43,114.7,60.0,115.4,50.0,82.2,46.7
16,12,10,2500,3,40,25,192.4,0,50,50,100.6,30.0,76.9,0.0,77.6,3.3
16,12,10,2500,3,40,30,187.0,0,53,47,109.5,36.7,93.2,33.3,85.3,23.3
16,12,10,2500,3,40,35,186.7,0,53,47,114.3,50.0,102.6,63.3,86.5,60.0
16,12,10,2500,3,40,40,192.7,0,50,50,110.1,70.0,105.5,60.0,92.8,73.3
16,12,10,2500,3,50,25,72.0,0,100,0,97.0,16.7,77.8,6.7,68.3,0.0
16,12,10,2500,3,50,30,73.2,0,100,0,103.2,43.3,84.7,26.7,71.4,13.3
16,12,10,2500,3,50,35,72.3,0,100,0,115.1,43.3,93.9,26.7,75.4,23.3
16,12,10,2500,3,50,40,72.0,0,100,0,113.4,83.3,127.6,53.3,81.1,20.0
16,12,10,2500,4,30,25,211.3,0,47,53,97.2,30.0,72.6,3.3,67.6,13.3
16,12,10,2500,4,30,30,182.6,0,60,40,107.8,26.7,94.0,26.7,78.9,30.0
16,12,10,2500,4,30,35,176.5,0,63,37,109.5,46.7,107.7,43.3,88.6,76.7
16,12,10,2500,4,30,40,190.4,0,57,43,106.8,56.7,108.5,63.3,103.0,63.3
16,12,10,2500,4,40,25,178.2,0,57,43,95.2,6.7,60.4,0.0,58.2,3.3
16,12,10,2500,4,40,30,234.1,0,33,67,102.5,30.0,80.5,10.0,66.1,0.0
16,12,10,2500,4,40,35,185.9,0,57,43,108.8,50.0,93.9,30.0,77.8,10.0
16,12,10,2500,4,40,40,212.9,0,43,57,111.8,56.7,103.5,40.0,84.7,43.3
16,12,10,2500,4,50,25,180.4,0,60,40,108.2,43.3,84.1,13.3,78.3,6.7
16,12,10,2500,4,50,30,162.5,0,67,33,105.8,46.7,94.3,33.3,78.3,6.7
16,12,10,2500,4,50,35,188.2,0,57,43,111.2,50.0,110.3,46.7,86.3,60.0
16,12,10,2500,4,50,40,184.8,0,53,47,111.1,70.0,115.1,60.0,96.0,90.0
16,12,10,2500,5,30,25,194.6,0,60,40,97.8,20.0,76.2,3.3,71.1,6.7
16,12,10,2500,5,30,30,195.9,0,53,47,102.0,16.7,94.5,26.7,81.4,26.7
16,12,10,2500,5,30,35,194.1,0,57,43,110.9,40.0,111.7,60.0,96.6,63.3
16,12,10,2500,5,30,40,223.0,0,40,60,112.9,63.3,111.9,56.7,93.4,66.7
16,12,10,2500,5,40,25,182.5,0,57,43,98.2,16.7,76.8,3.3,79.3,30.0
16,12,10,2500,5,40,30,205.9,0,47,53,115.6,46.7,87.9,13.3,85.8,46.7
16,12,10,2500,5,40,35,204.8,0,47,53,105.2,20.0,111.0,46.7,96.6,56.7
16,12,10,2500,5,40,40,211.3,0,47,53,113.2,66.7,112.9,53.3,101.0,70.0
16,12,10,2500,5,50,25,181.5,0,57,43,98.3,10.0,81.0,6.7,74.5,0.0
16,12,10,2500,5,50,30,186.2,0,57,43,97.8,13.3,83.7,20.0,77.7,6.7
16,12,10,2500,5,50,35,186.0,0,53,47,110.4,46.7,105.9,56.7,88.9,50.0
16,12,10,2500,5,50,40,182.8,0,57,43,115.5,86.7,133.3,50.0,89.2,70.0
16,12,10,3000,3,30,25,188.2,0,50,50,114.9,23.3,69.5,0.0,59.6,0.0
16,12,10,3000,3,30,30,201.5,0,43,57,112.3,16.7,85.4,26.7,70.9,0.0
16,12,10,3000,3,30,35,173.2,0,57,43,128.0,56.7,101.3,50.0,73.5,3.3
16,12,10,3000,3,30,40,186.0,0,50,50,133.2,63.3,110.5,46.7,103.0,43.3
16,12,10,3000,3,40,25,151.8,0,70,30,121.2,36.7,75.7,0.0,75.6,0.0
16,12,10,3000,3,40,30,177.7,0,57,43,125.3,40.0,104.3,30.0,86.7,10.0
16,12,10,3000,3,40,35,200.0,0,47,53,134.1,60.0,115.0,66.7,96.3,53.3
16,12,10,3000,3,40,40,159.2,0,67,33,124.0,60.0,125.5,33.3,97.3,63.3
16,12,10,3000,3,50,25,72.2,0,100,0,110.8,10.0,75.0,6.7,68.6,0.0
16,12,10,3000,3,50,30,73.2,0,100,0,117.6,33.3,90.1,33.3,77.0,10.0
16,12,10,3000,3,50,35,72.0,0,100,0,124.3,50.0,98.7,40.0,77.8,13.3
16,12,10,3000,3,50,40,73.2,0,100,0,120.3,63.3,109.9,20.0,88.3,26.7
16,12,10,3000,4,30,25,213.9,0,43,57,118.3,30.0,76.9,0.0,79.4,10.0
16,12,10,3000,4,30,30,170.1,0,67,33,118.9,43.3,88.8,20.0,88.0,23.3
16,12,10,3000,4,30,35,214.7,0,43,57,121.3,30.0,126.3,56.7,99.8,56.7
16,12,10,3000,4,30,40,189.6,0,57,43,126.1,66.7,115.3,36.7,101.7,56.7
16,12,10,3000,4,40,25,214.5,0,40,60,111.2,16.7,62.1,0.0,61.2,0.0
16,12,10,3000,4,40,30,173.6,0,60,40,115.3,23.3,80.6,10.0,68.7,0.0
16,12,10,3000,4,40,35,156.0,0,70,30,127.2,60.0,101.6,40.0,80.3,20.0
16,12,10,3000,4,40,40,167.1,0,63,37,125.8,73.3,110.9,40.0,94.0,33.3
16,12,10,3000,4,50,25,203.2,0,47,53,114.2,36.7,80.3,6.7,83.4,0.0
16,12,10,3000,4,50,30,175.5,0,60,40,124.1,50.0,91.7,20.0,82.2,16.7
16,12,10,3000,4,50,35,190.9,0,53,47,126.8,46.7,111.7,36.7,89.1,30.0
16,12,10,3000,4,50,40,154.8,0,70,30,128.5,80.0,116.3,36.7,96.2,53.3
16,12,10,3000,5,30,25,189.8,0,57,43,109.3,6.7,75.3,0.0,76.0,3.3
16,12,10,3000,5,30,30,247.8,0,27,73,116.9,23.3,90.5,10.0,88.1,13.3
16,12,10,3000,5,30,35,228.4,0,37,63,122.3,46.7,109.9,50.0,93.4,26.7
16,12,10,3000,5,30,40,179.3,0,63,37,129.2,66.7,130.8,56.7,116.3,50.0
16,12,10,3000,5,40,25,228.0,0,37,63,109.7,23.3,78.2,0.0,80.3,3.3
16,12,10,3000,5,40,30,198.8,0,50,50,119.9,36.7,85.0,10.0,85.1,20.0
16,12,10,3000,5,40,35,197.2,0,50,50,113.3,30.0,113.1,70.0,96.6,40.0
16,12,10,3000,5,40,40,205.9,0,47,53,121.5,63.3,119.9,50.0,105.1,60.0
16,12,10,3000,5,50,25,193.4,0,50,50,111.2,13.3,78.2,3.3,76.8,0.0
16,12,10,3000,5,50,30,179.9,0,57,43,117.5,26.7,85.7,6.7,72.8,0.0
16,12,10,3000,5,50,35,168.0,0,63,37,132.9,63.3,113.0,56.7,89.1,43.3
16,12,10,3000,5,50,40,179.8,0,60,40,136.0,80.0,132.0,53.3,101.4,73.3
16,12,12,1500,3,30,25,61.6,100,0,0,79.8,23.3,59.2,6.7,59.2,16.7
16,12,12,1500,3,30,30,61.8,100,0,0,72.4,30.0,71.9,20.0,62.0,36.7
16,12,12,1500,3,30,35,69.1,97,0,3,79.5,30.0,78.0,50.0,65.5,83.3
16,12,12,1500,3,30,40,61.5,100,0,0,82.8,50.0,82.2,56.7,64.6,96.7
16,12,12,1500,3,40,25,60.5,100,0,0,66.0,20.0,65.7,0.0,62.5,20.0
16,12,12,1500,3,40,30,60.5,100,0,0,75.0,16.7,70.0,6.7,63.6,63.3
16,12,12,1500,3,40,35,60.5,100,0,0,73.7,36.7,77.4,26.7,65.3,76.7
16,12,12,1500,3,40,40,60.5,100,0,0,89.9,73.3,92.4,43.3,64.7,83.3
16,12,12,1500,3,50,25,59.3,100,0,0,75.3,16.7,69.9,43.3,62.7,40.0
16,12,12,1500,3,50,30,59.4,100,0,0,71.7,20.0,71.3,10.0,63.5,70.0
16,12,12,1500,3,50,35,59.8,97,3,0,83.3,46.7,73.5,26.7,63.1,83.3
16,12,12,1500,3,50,40,59.3,100,0,0,73.9,36.7,90.8,80.0,64.3,90.0
16,12,12,1500,4,30,25,62.8,100,0,0,68.1,10.0,66.4,36.7,61.9,30.0
16,12,12,1500,4,30,30,64.3,97,3,0,74.0,33.3,76.2,66.7,68.7,83.3
16,12,12,1500,4,30,35,62.3,100,0,0,78.2,53.3,83.8,86.7,68.6,93.3
16,12,12,1500,4,30,40,63.7,97,3,0,78.4,33.3,87.1,96.7,77.6,93.3
16,12,12,1500,4,40,25,69.2,97,0,3,73.4,13.3,61.7,10.0,56.1,16.7
16,12,12,1500,4,40,30,61.6,100,0,0,79.2,20.0,75.7,23.3,62.2,40.0
16,12,12,1500,4,40,35,62.3,93,7,0,85.4,50.0,76.2,36.7,65.9,86.7
16,12,12,1500,4,40,40,61.5,100,0,0,87.4,46.7,81.8,53.3,65.6,96.7
16,12,12,1500,4,50,25,60.3,100,0,0,68.7,6.7,65.5,10.0,60.4,33.3
16,12,12,1500,4,50,30,60.4,100,0,0,75.4,33.3,75.0,10.0,60.6,33.3
16,12,12,1500,4,50,35,60.4,100,0,0,77.3,26.7,80.0,40.0,62.9,90.0
16,12,12,1500,4,50,40,60.3,100,0,0,81.8,63.3,84.3,63.3,65.7,83.3
16,12,12,1500,5,30,25,64.7,97,3,0,73.3,20.0,60.9,23.3,58.6,23.3
16,12,12,1500,5,30,30,64.8,97,3,0,78.1,16.7,77.8,50.0,65.1,56.7
16,12,12,1500,5,30,35,63.8,100,0,0,80.9,43.3,85.2,66.7,69.3,86.7
16,12,12,1500,5,30,40,63.9,100,0,0,85.9,63.3,93.1,93.3,75.2,93.3
16,12,12,1500,5,40,25,62.4,100,0,0,72.5,26.7,72.0,50.0,61.6,70.0
16,12,12,1500,5,40,30,70.3,97,0,3,79.3,36.7,77.8,63.3,66.6,93.3
16,12,12,1500,5,40,35,70.4,97,0,3,84.0,60.0,90.9,93.3,77.4,80.0
16,12,12,1500,5,40,40,62.5,100,0,0,80.4,56.7,91.3,96.7,70.6,100.0
16,12,12,1500,5,50,25,61.3,100,0,0,72.3,26.7,61.0,0.0,58.5,30.0
16,12,12,1500,5,50,30,69.4,97,0,3,70.2,16.7,76.7,33.3,61.5,43.3
16,12,12,1500,5,50,35,61.1,100,0,0,74.7,30.0,78.4,46.7,66.6,76.7
16,12,12,1500,5,50,40,61.4,100,0,0,83.3,66.7,93.4,53.3,66.8,100.0
16,12,12,2000,3,30,25,96.2,60,30,10,84.6,13.3,62.1,0.0,62.8,10.0
16,12,12,2000,3,30,30,80.9,60,37,3,90.2,30.0,72.7,6.7,65.0,0.0
16,12,12,2000,3,30,35,82.8,43,53,3,89.5,26.7,83.8,40.0,71.2,13.3
16,12,12,2000,3,30,40,103.6,50,37,13,102.1,73.3,92.1,46.7,80.3,70.0
16,12,12,2000,3,40,25,80.2,53,43,3,80.4,16.7,64.8,0.0,62.5,0.0
16,12,12,2000,3,40,30,87.7,40,53,7,87.8,23.3,69.3,0.0,64.0,0.0
16,12,12,2000,3,40,35,80.4,67,30,3,87.2,36.7,76.1,26.7,78.4,6.7
16,12,12,2000,3,40,40,87.6,33,60,7,93.6,53.3,92.9,33.3,71.1,20.0
16,12,12,2000,3,50,25,73.2,77,23,0,84.1,26.7,71.2,3.3,67.1,3.3
16,12,12,2000,3,50,30,73.3,80,20,0,83.0,6.7,73.2,6.7,70.6,13.3
16,12,12,2000,3,50,35,73.1,83,17,0,92.8,53.3,74.3,10.0,80.0,0.0
16,12,12,2000,3,50,40,72.8,73,27,0,91.1,50.0,92.4,56.7,75.2,30.0
16,12,12,2000,4,30,25,77.2,93,7,0,82.0,16.7,75.8,36.7,64.7,30.0
16,12,12,2000,4,30,30,84.7,90,7,3,87.1,23.3,83.2,33.3,76.3,56.7
16,12,12,2000,4,30,35,83.7,93,3,3,100.6,33.3,101.6,70.0,78.5,70.0
16,12,12,2000,4,30,40,90.2,93,0,7,97.2,50.0,104.6,96.7,83.0,96.7
16,12,12,2000,4,40,25,73.3,57,43,0,80.4,26.7,63.3,0.0,61.1,6.7
16,12,12,2000,4,40,30,73.3,60,40,0,86.6,6.7,76.6,6.7,64.2,6.7
16,12,12,2000,4,40,35,72.8,40,60,0,95.3,40.0,88.7,40.0,72.7,10.0
16,12,12,2000,4,40,40,89.9,43,50,7,97.0,50.0,83.6,30.0,78.2,76.7
16,12,12,2000,4,50,25,87.9,53,40,7,79.4,6.7,67.6,3.3,61.4,10.0
16,12,12,2000,4,50,30,72.6,60,40,0,93.2,40.0,76.2,13.3,66.3,6.7
16,12,12,2000,4,50,35,87.8,40,53,7,82.3,16.7,82.8,33.3,73.7,30.0
16,12,12,2000,4,50,40,80.4,67,30,3,88.7,43.3,98.1,46.7,72.3,26.7
16,12,12,2000,5,30,25,83.6,97,0,3,94.4,26.7,66.3,10.0,60.6,23.3
16,12,12,2000,5,30,30,79.0,93,7,0,89.3,26.7,87.8,33.3,73.3,36.7
16,12,12,2000,5,30,35,91.1,93,0,7,105.2,30.0,93.2,46.7,84.5,73.3
16,12,12,2000,5,30,40,93.0,87,7,7,103.1,70.0,110.5,80.0,88.8,83.3
16,12,12,2000,5,40,25,75.5,97,3,0,82.6,3.3,75.9,23.3,70.9,33.3
16,12,12,2000,5,40,30,99.0,83,7,10,91.5,26.7,84.4,30.0,81.9,63.3
16,12,12,2000,5,40,35,91.6,87,7,7,90.9,46.7,99.4,50.0,80.4,73.3
16,12,12,2000,5,40,40,82.7,97,0,3,104.5,60.0,122.1,73.3,86.2,93.3
16,12,12,2000,5,50,25,73.4,63,37,0,82.2,13.3,62.5,3.3,57.0,3.3
16,12,12,2000,5,50,30,88.5,57,37,7,82.5,10.0,72.4,6.7,67.3,20.0
16,12,12,2000,5,50,35,110.9,43,40,17,87.0,20.0,85.5,50.0,72.0,26.7
16,12,12,2000,5,50,40,73.3,63,37,0,106.3,66.7,91.4,53.3,76.1,70.0
16,12,12,2500,3,30,25,196.9,0,47,53,100.2,23.3,63.8,0.0,62.3,6.7
16,12,12,2500,3,30,30,194.2,0,53,47,107.2,30.0,76.3,6.7,69.2,0.0
16,12,12,2500,3,30,35,150.7,0,67,33,107.3,43.3,83.9,20.0,76.2,3.3
16,12,12,2500,3,30,40,188.4,0,53,47,116.6,66.7,103.2,30.0,93.5,26.7
16,12,12,2500,3,40,25,170.8,0,57,43,97.4,23.3,63.1,0.0,60.7,3.3
16,12,12,2500,3,40,30,173.1,0,57,43,106.2,43.3,76.2,6.7,66.5,3.3
16,12,12,2500,3,40,35,193.6,0,47,53,98.8,26.7,84.6,33.3,72.0,3.3
16,12,12,2500,3,40,40,179.5,0,53,47,110.9,63.3,99.2,26.7,74.4,20.0
16,12,12,2500,3,50,25,87.3,0,100,0,97.9,26.7,70.6,0.0,65.0,0.0
16,12,12,2500,3,50,30,84.5,0,100,0,95.9,16.7,78.0,10.0,69.5,3.3
16,12,12,2500,3,50,35,86.3,0,100,0,106.4,43.3,87.5,30.0,75.7,0.0
16,12,12,2500,3,50,40,86.4,0,100,0,122.1,63.3,104.8,23.3,90.7,16.7
16,12,12,2500,4,30,25,214.8,0,47,53,98.7,13.3,71.8,0.0,63.7,6.7
16,12,12,2500,4,30,30,222.2,0,43,57,100.5,23.3,90.5,16.7,80.0,23.3
16,12,12,2500,4,30,35,162.6,0,73,27,104.5,26.7,102.5,23.3,95.4,63.3
16,12,12,2500,4,30,40,202.7,0,50,50,109.7,43.3,115.2,53.3,97.3,76.7
16,12,12,2500,4,40,25,200.4,0,47,53,103.9,13.3,62.5,0.0,60.8,3.3
16,12,12,2500,4,40,30,225.2,0,33,67,96.7,20.0,74.8,3.3,66.2,0.0
16,12,12,2500,4,40,35,188.9,0,50,50,109.8,33.3,89.0,26.7,70.5,0.0
16,12,12,2500,4,40,40,168.1,0,60,40,118.2,66.7,98.7,23.3,86.3,33.3
16,12,12,2500,4,50,25,171.6,0,57,43,93.1,10.0,71.2,10.0,62.5,0.0
16,12,12,2500,4,50,30,162.4,0,63,37,100.2,16.7,79.6,16.7,69.6,6.7
16,12,12,2500,4,50,35,180.0,0,57,43,108.4,36.7,81.2,16.7,75.5,13.3
16,12,12,2500,4,50,40,163.2,0,60,40,111.8,46.7,98.8,40.0,77.5,33.3
16,12,12,2500,5,30,25,190.9,0,57,43,106.9,10.0,68.5,3.3,63.7,0.0
16,12,12,2500,5,30,30,209.7,0,47,53,103.9,23.3,89.0,13.3,77.2,16.7
16,12,12,2500,5,30,35,203.4,0,53,47,104.6,26.7,104.2,40.0,84.9,36.7
16,12,12,2500,5,30,40,179.3,0,63,37,109.5,40.0,126.2,63.3,93.1,70.0
16,12,12,2500,5,40,25,182.6,0,60,40,99.7,23.3,74.7,0.0,73.6,10.0
16,12,12,2500,5,40,30,206.1,0,50,50,106.0,26.7,88.1,10.0,82.8,20.0
