ttM,uM,fBT,hp,tcM,startR,branch,BvR_T,BvR_Cq%,BvR_Cs%,BvR_Tb%,SvA_T,SvA_WR%,SvR_T,SvR_WR%,WvR_T,WvR_WR%
16,10,10,3000,3,40,25,202.1,0,43,57,115.3,16.7,77.4,13.3,68.9,3.3
16,10,10,3000,3,40,30,172.9,0,57,43,115.6,50.0,94.7,46.7,84.6,30.0
16,10,10,3000,3,40,35,169.5,0,60,40,127.1,73.3,121.9,60.0,75.8,23.3
16,10,10,3000,3,40,40,158.6,0,63,37,122.1,60.0,124.8,70.0,93.3,40.0
16,10,10,3000,3,50,25,94.2,0,97,3,110.7,30.0,86.7,20.0,78.2,16.7
16,10,10,3000,3,50,30,87.2,0,100,0,116.7,56.7,104.1,53.3,84.6,40.0
16,10,10,3000,3,50,35,88.3,0,100,0,132.5,46.7,114.6,56.7,91.3,50.0
16,10,10,3000,3,50,40,86.7,0,100,0,128.7,80.0,117.3,66.7,104.1,50.0
16,10,10,3000,4,30,25,213.5,0,43,57,123.6,20.0,82.0,3.3,83.1,6.7
16,10,10,3000,4,30,30,191.2,0,53,47,123.0,50.0,108.8,40.0,95.8,46.7
16,10,10,3000,4,30,35,192.5,0,53,47,129.8,76.7,125.4,90.0,99.3,66.7
16,10,10,3000,4,30,40,191.2,0,53,47,136.3,73.3,131.3,63.3,115.3,83.3
16,10,10,3000,4,40,25,214.7,0,40,60,124.0,40.0,96.6,13.3,77.8,3.3
16,10,10,3000,4,40,30,201.1,0,47,53,126.9,53.3,123.2,66.7,90.7,20.0
16,10,10,3000,4,40,35,201.5,0,47,53,125.9,70.0,125.6,80.0,102.0,76.7
16,10,10,3000,4,40,40,186.4,0,53,47,128.3,83.3,119.5,83.3,112.8,66.7
16,10,10,3000,4,50,25,178.4,0,53,47,108.6,26.7,84.2,10.0,74.3,16.7
16,10,10,3000,4,50,30,156.8,0,63,37,117.8,33.3,99.5,40.0,86.0,36.7
16,10,10,3000,4,50,35,165.2,0,60,40,126.5,73.3,118.3,80.0,84.1,33.3
16,10,10,3000,4,50,40,162.6,0,63,37,134.2,73.3,122.1,80.0,95.6,53.3
16,10,10,3000,5,30,25,200.4,0,53,47,111.9,46.7,87.8,6.7,74.0,10.0
16,10,10,3000,5,30,30,183.4,0,60,40,123.2,53.3,102.8,36.7,110.8,33.3
16,10,10,3000,5,30,35,203.2,0,53,47,122.9,66.7,128.8,76.7,100.1,76.7
16,10,10,3000,5,30,40,192.3,0,53,47,129.6,80.0,134.8,63.3,104.7,63.3
16,10,10,3000,5,40,25,225.3,0,37,63,111.6,36.7,89.8,16.7,84.1,0.0
16,10,10,3000,5,40,30,212.3,0,43,57,116.6,40.0,111.3,50.0,95.9,33.3
16,10,10,3000,5,40,35,177.0,0,60,40,131.2,60.0,130.2,83.3,110.2,60.0
16,10,10,3000,5,40,40,211.1,0,43,57,141.6,76.7,133.2,60.0,107.2,70.0
16,10,10,3000,5,50,25,167.5,0,67,33,116.0,33.3,96.2,33.3,90.6,20.0
16,10,10,3000,5,50,30,199.0,0,50,50,130.5,33.3,112.7,56.7,99.6,40.0
16,10,10,3000,5,50,35,209.2,0,43,57,132.4,73.3,130.3,73.3,108.7,70.0
16,10,10,3000,5,50,40,181.3,0,60,40,125.3,66.7,145.0,73.3,97.1,76.7
16,10,12,1500,3,30,25,60.4,100,0,0,66.8,10.0,66.2,20.0,60.0,33.3
16,10,12,1500,3,30,30,60.6,97,3,0,80.3,33.3,75.3,30.0,67.1,73.3
16,10,12,1500,3,30,35,60.3,100,0,0,78.2,53.3,80.2,60.0,64.8,96.7
16,10,12,1500,3,30,40,60.7,100,0,0,77.7,50.0,95.4,96.7,71.6,86.7
16,10,12,1500,3,40,25,59.3,100,0,0,67.8,26.7,72.8,26.7,60.6,56.7
16,10,12,1500,3,40,30,59.4,100,0,0,74.0,26.7,72.4,26.7,64.0,76.7
16,10,12,1500,3,40,35,67.3,97,0,3,95.1,73.3,85.6,76.7,68.6,70.0
16,10,12,1500,3,40,40,59.3,100,0,0,74.6,46.7,96.1,83.3,65.1,96.7
16,10,12,1500,3,50,25,58.7,97,3,0,67.2,16.7,65.9,23.3,63.0,86.7
16,10,12,1500,3,50,30,61.1,97,3,0,72.3,46.7,72.6,36.7,67.8,73.3
16,10,12,1500,3,50,35,58.4,100,0,0,72.5,33.3,87.5,73.3,63.1,83.3
16,10,12,1500,3,50,40,58.1,100,0,0,75.0,36.7,95.8,90.0,64.5,93.3
16,10,12,1500,4,30,25,61.3,100,0,0,69.3,16.7,72.1,63.3,66.8,56.7
16,10,12,1500,4,30,30,61.2,100,0,0,73.7,33.3,80.8,80.0,74.2,86.7
16,10,12,1500,4,30,35,70.8,93,3,3,82.3,40.0,82.2,100.0,72.0,96.7
16,10,12,1500,4,30,40,61.3,100,0,0,87.0,73.3,93.7,93.3,73.7,96.7
16,10,12,1500,4,40,25,60.7,97,3,0,68.4,20.0,69.0,16.7,61.6,50.0
16,10,12,1500,4,40,30,60.3,100,0,0,78.9,46.7,75.1,30.0,76.7,36.7
16,10,12,1500,4,40,35,60.4,100,0,0,79.0,60.0,80.7,53.3,68.2,93.3
16,10,12,1500,4,40,40,61.5,97,3,0,76.5,50.0,101.1,86.7,67.6,96.7
16,10,12,1500,4,50,25,67.2,97,0,3,74.6,40.0,73.1,93.3,64.0,96.7
16,10,12,1500,4,50,30,59.4,100,0,0,95.8,43.3,91.3,60.0,64.7,93.3
16,10,12,1500,4,50,35,60.2,97,3,0,83.2,73.3,89.0,83.3,75.0,90.0
16,10,12,1500,4,50,40,59.4,100,0,0,80.1,53.3,105.4,86.7,63.0,100.0
16,10,12,1500,5,30,25,63.5,97,3,0,72.4,20.0,71.9,33.3,58.3,30.0
16,10,12,1500,5,30,30,70.7,97,0,3,77.1,46.7,76.7,86.7,72.7,93.3
16,10,12,1500,5,30,35,62.3,100,0,0,88.4,53.3,80.7,93.3,66.4,96.7
16,10,12,1500,5,30,40,63.6,97,3,0,84.4,66.7,100.0,93.3,69.3,100.0
16,10,12,1500,5,40,25,61.2,100,0,0,72.0,23.3,75.1,73.3,63.6,76.7
16,10,12,1500,5,40,30,61.2,100,0,0,70.6,23.3,85.7,66.7,66.5,90.0
16,10,12,1500,5,40,35,61.6,100,0,0,89.1,53.3,82.9,100.0,75.9,93.3
16,10,12,1500,5,40,40,61.7,100,0,0,84.9,63.3,92.3,93.3,70.4,96.7
16,10,12,1500,5,50,25,67.5,97,0,3,68.4,10.0,67.3,26.7,62.1,53.3
16,10,12,1500,5,50,30,59.3,100,0,0,73.0,26.7,80.3,43.3,66.6,60.0
16,10,12,1500,5,50,35,59.1,100,0,0,90.0,66.7,82.5,43.3,62.6,90.0
16,10,12,1500,5,50,40,67.4,97,0,3,75.6,43.3,103.7,83.3,65.0,96.7
16,10,12,2000,3,30,25,72.4,33,67,0,77.7,10.0,69.0,6.7,63.0,6.7
16,10,12,2000,3,30,30,80.3,57,40,3,90.9,50.0,77.3,23.3,72.5,26.7
16,10,12,2000,3,30,35,80.4,67,30,3,93.6,56.7,85.8,60.0,77.5,36.7
16,10,12,2000,3,30,40,110.6,57,27,17,100.8,66.7,110.7,80.0,84.3,63.3
16,10,12,2000,3,40,25,103.7,77,10,13,82.3,13.3,67.5,13.3,64.2,6.7
16,10,12,2000,3,40,30,80.8,77,20,3,85.9,30.0,79.3,26.7,74.3,30.0
16,10,12,2000,3,40,35,79.8,90,7,3,104.5,73.3,89.2,63.3,73.1,23.3
16,10,12,2000,3,40,40,72.7,90,10,0,99.5,70.0,99.7,86.7,80.9,53.3
16,10,12,2000,3,50,25,71.3,73,27,0,87.5,30.0,72.0,16.7,72.0,20.0
16,10,12,2000,3,50,30,71.1,90,10,0,85.6,46.7,79.9,23.3,76.6,10.0
16,10,12,2000,3,50,35,71.2,83,17,0,104.4,70.0,90.9,70.0,85.0,30.0
16,10,12,2000,3,50,40,71.2,80,20,0,94.2,56.7,108.8,76.7,79.4,33.3
16,10,12,2000,4,30,25,98.8,83,7,10,82.0,26.7,81.6,43.3,65.7,20.0
16,10,12,2000,4,30,30,76.1,93,7,0,92.0,26.7,92.6,70.0,80.6,70.0
16,10,12,2000,4,30,35,84.6,87,10,3,95.9,43.3,107.2,83.3,77.8,93.3
16,10,12,2000,4,30,40,81.6,97,0,3,98.4,66.7,106.3,86.7,86.8,86.7
16,10,12,2000,4,40,25,87.6,43,50,7,87.4,20.0,63.8,0.0,62.0,0.0
16,10,12,2000,4,40,30,87.8,33,60,7,91.8,46.7,79.3,16.7,71.8,16.7
16,10,12,2000,4,40,35,87.9,60,33,7,96.6,73.3,88.4,73.3,77.9,40.0
16,10,12,2000,4,40,40,87.8,43,50,7,99.2,66.7,98.4,96.7,82.6,50.0
16,10,12,2000,4,50,25,80.3,90,7,3,86.8,40.0,84.8,30.0,74.2,40.0
16,10,12,2000,4,50,30,74.4,80,20,0,92.9,33.3,94.3,60.0,78.8,56.7
16,10,12,2000,4,50,35,87.3,90,3,7,96.7,60.0,103.1,83.3,81.4,90.0
16,10,12,2000,4,50,40,79.8,93,3,3,105.1,63.3,103.6,83.3,77.3,76.7
16,10,12,2000,5,30,25,84.6,90,7,3,79.9,16.7,72.7,16.7,63.2,23.3
16,10,12,2000,5,30,30,105.1,87,0,13,88.3,46.7,99.8,56.7,76.9,70.0
16,10,12,2000,5,30,35,79.2,90,10,0,108.9,50.0,102.8,86.7,89.5,83.3
16,10,12,2000,5,30,40,82.6,97,0,3,106.2,60.0,112.6,96.7,78.9,96.7
16,10,12,2000,5,40,25,75.6,93,7,0,91.7,23.3,80.3,20.0,73.2,50.0
16,10,12,2000,5,40,30,89.2,93,0,7,90.4,26.7,90.2,63.3,76.3,73.3
16,10,12,2000,5,40,35,90.6,87,7,7,98.8,76.7,100.0,90.0,79.9,93.3
16,10,12,2000,5,40,40,104.8,83,3,13,105.3,76.7,109.5,93.3,80.2,96.7
16,10,12,2000,5,50,25,87.3,93,0,7,80.1,16.7,70.2,6.7,66.4,6.7
16,10,12,2000,5,50,30,110.7,80,3,17,91.1,30.0,82.9,33.3,68.9,10.0
16,10,12,2000,5,50,35,89.7,80,13,7,95.8,73.3,87.8,70.0,76.1,53.3
16,10,12,2000,5,50,40,82.0,83,13,3,96.5,60.0,101.4,83.3,81.8,66.7
16,10,12,2500,3,30,25,184.7,0,53,47,95.6,23.3,70.0,6.7,61.8,0.0
16,10,12,2500,3,30,30,191.9,0,50,50,112.3,50.0,82.3,23.3,78.0,20.0
16,10,12,2500,3,30,35,138.6,0,73,27,118.9,56.7,99.9,46.7,91.6,43.3
16,10,12,2500,3,30,40,180.8,0,57,43,111.4,53.3,126.6,50.0,84.6,40.0
16,10,12,2500,3,40,25,188.2,0,53,47,103.2,26.7,73.7,16.7,66.5,3.3
16,10,12,2500,3,40,30,201.5,0,47,53,102.2,36.7,85.3,23.3,76.2,16.7
16,10,12,2500,3,40,35,174.5,0,60,40,109.6,53.3,105.5,76.7,86.6,10.0
16,10,12,2500,3,40,40,207.1,0,43,57,113.9,66.7,126.0,80.0,81.8,43.3
16,10,12,2500,3,50,25,73.5,0,100,0,95.2,20.0,71.1,10.0,72.7,16.7
16,10,12,2500,3,50,30,72.6,0,100,0,102.3,46.7,90.3,46.7,73.7,13.3
16,10,12,2500,3,50,35,75.0,0,100,0,117.4,56.7,111.0,66.7,85.2,20.0
16,10,12,2500,3,50,40,73.2,0,100,0,115.7,80.0,125.0,83.3,82.3,46.7
16,10,12,2500,4,30,25,207.8,0,50,50,95.1,33.3,84.9,6.7,76.9,20.0
16,10,12,2500,4,30,30,204.1,0,50,50,100.0,23.3,105.4,50.0,85.8,53.3
16,10,12,2500,4,30,35,189.3,0,57,43,114.6,66.7,113.3,70.0,94.7,90.0
16,10,12,2500,4,30,40,176.0,0,63,37,115.5,63.3,134.1,63.3,104.9,93.3
16,10,12,2500,4,40,25,170.7,0,60,40,103.5,26.7,67.7,6.7,64.1,0.0
16,10,12,2500,4,40,30,189.4,0,50,50,115.1,50.0,87.5,20.0,72.4,13.3
16,10,12,2500,4,40,35,230.9,0,33,67,112.8,50.0,100.3,60.0,76.8,33.3
16,10,12,2500,4,40,40,193.8,0,50,50,111.6,46.7,114.7,60.0,93.0,40.0
16,10,12,2500,4,50,25,195.5,0,50,50,105.2,23.3,86.3,23.3,81.9,6.7
16,10,12,2500,4,50,30,200.9,0,47,53,109.5,40.0,103.4,50.0,85.0,36.7
16,10,12,2500,4,50,35,189.7,0,53,47,113.1,66.7,121.4,66.7,97.5,63.3
16,10,12,2500,4,50,40,193.3,0,50,50,107.9,56.7,114.6,86.7,96.2,80.0
16,10,12,2500,5,30,25,196.6,0,53,47,99.9,30.0,80.9,3.3,64.1,6.7
16,10,12,2500,5,30,30,199.9,0,53,47,110.7,53.3,100.5,33.3,88.7,56.7
16,10,12,2500,5,30,35,202.9,0,50,50,109.1,43.3,117.5,66.7,90.4,83.3
16,10,12,2500,5,30,40,198.2,0,57,43,120.0,60.0,110.6,70.0,92.0,76.7
16,10,12,2500,5,40,25,220.6,0,40,60,101.6,40.0,83.0,6.7,75.0,13.3
16,10,12,2500,5,40,30,208.1,0,47,53,104.5,43.3,103.3,36.7,86.6,40.0
16,10,12,2500,5,40,35,249.6,0,27,73,115.3,70.0,110.3,90.0,107.1,70.0
16,10,12,2500,5,40,40,174.1,0,63,37,123.4,73.3,116.2,83.3,108.2,73.3
16,10,12,2500,5,50,25,190.0,0,53,47,96.0,20.0,68.9,13.3,60.7,0.0
16,10,12,2500,5,50,30,171.8,0,63,37,110.0,50.0,84.0,23.3,73.8,13.3
16,10,12,2500,5,50,35,185.6,0,57,43,109.2,63.3,97.5,46.7,86.5,40.0
16,10,12,2500,5,50,40,158.0,0,70,30,109.1,63.3,122.2,86.7,92.7,56.7
16,10,12,3000,3,30,25,138.1,0,73,27,111.1,26.7,65.8,0.0,66.2,0.0
16,10,12,3000,3,30,30,148.3,0,67,33,120.7,33.3,92.3,13.3,76.8,13.3
16,10,12,3000,3,30,35,186.0,0,50,50,121.4,70.0,102.0,53.3,87.4,23.3
16,10,12,3000,3,30,40,173.2,0,57,43,118.6,53.3,134.6,50.0,103.1,60.0
16,10,12,3000,3,40,25,200.4,0,47,53,112.5,20.0,68.9,3.3,68.5,0.0
16,10,12,3000,3,40,30,195.6,0,50,50,117.7,33.3,94.3,23.3,80.0,20.0
16,10,12,3000,3,40,35,179.3,0,57,43,127.4,60.0,107.1,63.3,89.5,30.0
16,10,12,3000,3,40,40,150.0,0,70,30,135.5,80.0,125.3,36.7,89.3,46.7
16,10,12,3000,3,50,25,73.2,0,100,0,112.2,20.0,74.1,3.3,73.9,3.3
16,10,12,3000,3,50,30,73.8,0,100,0,120.2,66.7,99.3,20.0,71.4,6.7
16,10,12,3000,3,50,35,75.6,0,100,0,123.7,66.7,118.5,53.3,87.0,30.0
16,10,12,3000,3,50,40,75.9,0,100,0,123.2,60.0,134.1,80.0,95.1,50.0
16,10,12,3000,4,30,25,221.7,0,40,60,108.8,33.3,81.9,0.0,72.1,3.3
16,10,12,3000,4,30,30,206.9,0,50,50,111.1,23.3,101.8,23.3,89.3,33.3
16,10,12,3000,4,30,35,184.4,0,60,40,124.9,46.7,134.3,70.0,97.8,63.3
16,10,12,3000,4,30,40,196.3,0,53,47,127.8,76.7,125.4,43.3,111.1,80.0
16,10,12,3000,4,40,25,202.8,0,43,57,110.5,10.0,72.4,6.7,64.7,3.3
16,10,12,3000,4,40,30,187.7,0,53,47,121.4,30.0,84.4,10.0,74.6,13.3
16,10,12,3000,4,40,35,186.5,0,50,50,122.6,60.0,95.9,33.3,85.1,36.7
16,10,12,3000,4,40,40,157.5,0,67,33,123.6,63.3,115.0,30.0,88.9,46.7
16,10,12,3000,4,50,25,229.1,0,33,67,122.4,23.3,87.4,13.3,81.0,0.0
16,10,12,3000,4,50,30,175.7,0,60,40,125.7,36.7,102.1,43.3,81.4,20.0
16,10,12,3000,4,50,35,184.5,0,57,43,119.4,40.0,126.4,83.3,95.1,60.0
16,10,12,3000,4,50,40,206.3,0,43,57,121.9,66.7,132.0,76.7,101.1,73.3
16,10,12,3000,5,30,25,170.4,0,67,33,112.1,26.7,76.5,3.3,66.8,3.3
16,10,12,3000,5,30,30,211.2,0,47,53,132.4,60.0,97.5,20.0,97.0,26.7
16,10,12,3000,5,30,35,211.8,0,50,50,119.8,50.0,121.4,66.7,109.1,73.3
16,10,12,3000,5,30,40,190.4,0,60,40,135.0,83.3,123.0,56.7,109.0,60.0
16,10,12,3000,5,40,25,205.4,0,47,53,112.5,30.0,77.9,0.0,80.3,16.7
16,10,12,3000,5,40,30,169.0,0,67,33,118.9,20.0,97.9,30.0,91.9,26.7
16,10,12,3000,5,40,35,197.7,0,50,50,130.7,63.3,126.0,90.0,110.7,66.7
16,10,12,3000,5,40,40,224.0,0,40,60,137.3,90.0,128.9,70.0,110.1,73.3
16,10,12,3000,5,50,25,166.2,0,67,33,113.2,33.3,71.9,20.0,65.6,3.3
16,10,12,3000,5,50,30,192.0,0,57,43,113.7,30.0,94.0,26.7,73.1,3.3
16,10,12,3000,5,50,35,167.9,0,63,37,125.4,66.7,99.8,50.0,89.3,26.7
16,10,12,3000,5,50,40,206.5,0,47,53,130.9,63.3,129.5,43.3,100.7,53.3
16,10,14,1500,3,30,25,71.1,93,3,3,73.6,33.3,73.6,70.0,65.6,90.0
16,10,14,1500,3,30,30,70.4,97,0,3,77.8,36.7,80.2,56.7,68.3,96.7
16,10,14,1500,3,30,35,63.0,97,3,0,83.6,80.0,92.3,86.7,77.7,90.0
16,10,14,1500,3,30,40,62.7,100,0,0,86.1,66.7,102.6,93.3,73.0,96.7
16,10,14,1500,3,40,25,61.2,100,0,0,77.3,16.7,66.1,16.7,63.5,66.7
16,10,14,1500,3,40,30,61.3,100,0,0,71.4,16.7,73.0,20.0,64.0,53.3
16,10,14,1500,3,40,35,61.2,100,0,0,89.0,66.7,73.0,33.3,68.2,70.0
16,10,14,1500,3,40,40,66.4,97,3,0,91.2,60.0,92.2,73.3,72.8,90.0
16,10,14,1500,3,50,25,59.7,97,3,0,74.5,30.0,67.7,23.3,61.5,83.3
16,10,14,1500,3,50,30,59.3,100,0,0,67.6,20.0,73.3,33.3,64.2,70.0
16,10,14,1500,3,50,35,59.2,100,0,0,83.6,56.7,87.7,50.0,68.7,80.0
16,10,14,1500,3,50,40,59.2,100,0,0,78.1,50.0,96.4,76.7,71.4,90.0
16,10,14,1500,4,30,25,63.4,100,0,0,71.1,20.0,63.8,23.3,60.2,40.0
16,10,14,1500,4,30,30,63.3,100,0,0,75.7,16.7,85.0,80.0,70.0,86.7
16,10,14,1500,4,30,35,63.4,100,0,0,75.1,20.0,88.0,93.3,77.9,86.7
16,10,14,1500,4,30,40,63.2,100,0,0,91.6,83.3,88.4,93.3,67.3,96.7
16,10,14,1500,4,40,25,62.2,97,3,0,75.2,23.3,72.0,56.7,66.5,83.3
16,10,14,1500,4,40,30,61.5,100,0,0,70.4,13.3,76.8,70.0,66.5,86.7
16,10,14,1500,4,40,35,61.3,100,0,0,86.4,60.0,87.2,90.0,70.5,96.7
16,10,14,1500,4,40,40,61.3,100,0,0,83.3,56.7,86.9,100.0,74.1,93.3
16,10,14,1500,4,50,25,68.2,97,0,3,70.0,20.0,67.2,30.0,59.7,40.0
16,10,14,1500,4,50,30,60.7,97,3,0,85.3,36.7,74.4,23.3,66.2,60.0
16,10,14,1500,4,50,35,61.0,97,3,0,74.1,43.3,76.7,40.0,68.7,80.0
16,10,14,1500,4,50,40,60.2,100,0,0,93.7,70.0,86.6,90.0,64.1,90.0
16,10,14,1500,5,30,25,63.7,100,0,0,73.7,13.3,65.5,26.7,58.6,30.0
16,10,14,1500,5,30,30,63.6,100,0,0,84.2,36.7,78.8,73.3,68.5,66.7
16,10,14,1500,5,30,35,63.7,100,0,0,77.1,33.3,95.3,90.0,68.0,93.3
16,10,14,1500,5,30,40,63.7,100,0,0,94.3,70.0,92.9,93.3,73.1,96.7
16,10,14,1500,5,40,25,62.3,100,0,0,76.3,20.0,67.2,36.7,65.2,90.0
16,10,14,1500,5,40,30,62.2,100,0,0,76.4,30.0,86.5,53.3,67.9,86.7
16,10,14,1500,5,40,35,65.1,93,7,0,78.0,46.7,96.7,80.0,72.3,93.3
16,10,14,1500,5,40,40,62.6,100,0,0,80.3,53.3,94.8,73.3,67.3,100.0
16,10,14,1500,5,50,25,61.4,100,0,0,74.5,30.0,72.1,53.3,64.2,76.7
16,10,14,1500,5,50,30,61.3,100,0,0,69.5,23.3,78.7,70.0,68.3,90.0
16,10,14,1500,5,50,35,61.3,100,0,0,80.2,56.7,98.1,76.7,71.7,86.7
16,10,14,1500,5,50,40,61.3,100,0,0,92.8,76.7,86.6,93.3,84.0,86.7
16,10,14,2000,3,30,25,90.1,93,0,7,89.3,26.7,77.5,3.3,74.0,43.3
16,10,14,2000,3,30,30,75.6,97,3,0,91.4,33.3,83.7,20.0,78.1,60.0
16,10,14,2000,3,30,35,84.1,87,10,3,103.3,76.7,111.1,76.7,82.3,73.3
16,10,14,2000,3,30,40,98.5,83,7,10,93.8,63.3,104.0,93.3,85.3,93.3
16,10,14,2000,3,40,25,88.1,40,53,7,80.5,10.0,62.9,0.0,65.0,0.0
16,10,14,2000,3,40,30,103.6,53,33,13,81.1,13.3,79.8,13.3,69.4,6.7
16,10,14,2000,3,40,35,103.4,50,37,13,98.9,60.0,79.2,33.3,71.0,20.0
16,10,14,2000,3,40,40,88.1,40,53,7,102.1,53.3,107.0,76.7,75.2,53.3
16,10,14,2000,3,50,25,72.0,3,97,0,82.0,30.0,70.6,6.7,71.4,3.3
16,10,14,2000,3,50,30,72.0,0,100,0,84.3,33.3,78.6,36.7,71.6,13.3
16,10,14,2000,3,50,35,72.0,0,100,0,98.6,56.7,83.0,46.7,73.8,13.3
16,10,14,2000,3,50,40,72.0,13,87,0,94.6,66.7,106.5,66.7,85.4,30.0
16,10,14,2000,4,30,25,93.1,87,7,7,89.7,26.7,68.5,13.3,65.2,16.7
16,10,14,2000,4,30,30,92.1,90,3,7,86.8,30.0,87.1,50.0,80.6,53.3
16,10,14,2000,4,30,35,83.6,97,0,3,93.9,33.3,106.8,70.0,80.4,80.0
16,10,14,2000,4,30,40,77.1,97,3,0,103.2,86.7,114.7,90.0,90.5,83.3
16,10,14,2000,4,40,25,89.7,90,3,7,85.3,30.0,77.7,23.3,72.6,43.3
16,10,14,2000,4,40,30,74.2,100,0,0,84.9,20.0,86.6,36.7,75.1,56.7
16,10,14,2000,4,40,35,75.0,93,7,0,94.7,53.3,93.3,93.3,82.5,83.3
16,10,14,2000,4,40,40,81.7,97,0,3,105.0,80.0,98.2,90.0,79.8,100.0
16,10,14,2000,4,50,25,95.2,30,60,10,81.7,6.7,69.5,10.0,65.0,3.3
16,10,14,2000,4,50,30,103.0,37,50,13,94.0,40.0,76.2,16.7,76.7,26.7
16,10,14,2000,4,50,35,80.0,40,57,3,97.0,46.7,94.5,36.7,71.2,16.7
16,10,14,2000,4,50,40,72.6,53,47,0,108.7,73.3,111.2,63.3,82.3,63.3
16,10,14,2000,5,30,25,98.1,87,7,7,82.7,33.3,65.0,20.0,65.1,26.7
16,10,14,2000,5,30,30,102.2,77,13,10,100.0,23.3,92.9,50.0,72.3,20.0
16,10,14,2000,5,30,35,77.1,97,3,0,95.6,33.3,98.5,80.0,78.7,90.0
16,10,14,2000,5,30,40,86.7,90,7,3,99.2,66.7,105.4,93.3,87.5,100.0
16,10,14,2000,5,40,25,91.1,90,3,7,89.1,23.3,75.0,26.7,75.1,66.7
16,10,14,2000,5,40,30,77.7,93,7,0,91.3,43.3,90.0,36.7,78.9,60.0
16,10,14,2000,5,40,35,92.7,87,7,7,94.0,36.7,101.0,70.0,90.8,83.3
16,10,14,2000,5,40,40,75.1,100,0,0,100.5,76.7,113.8,80.0,79.9,90.0
16,10,14,2000,5,50,25,104.7,83,3,13,84.5,26.7,76.9,26.7,70.3,23.3
16,10,14,2000,5,50,30,89.6,90,3,7,92.0,33.3,84.0,46.7,76.2,83.3
16,10,14,2000,5,50,35,84.4,77,20,3,99.8,66.7,102.1,73.3,86.5,80.0
16,10,14,2000,5,50,40,90.6,87,7,7,102.9,63.3,104.8,96.7,95.0,83.3
16,10,14,2500,3,30,25,215.3,0,40,60,96.1,36.7,80.2,3.3,75.2,0.0
16,10,14,2500,3,30,30,189.6,0,53,47,104.8,40.0,84.7,6.7,80.8,6.7
16,10,14,2500,3,30,35,180.1,0,57,43,107.2,63.3,108.0,73.3,92.1,53.3
16,10,14,2500,3,30,40,144.6,0,73,27,116.1,73.3,116.4,80.0,96.6,86.7
16,10,14,2500,3,40,25,179.5,0,53,47,96.0,6.7,64.7,0.0,67.2,0.0
16,10,14,2500,3,40,30,201.6,0,43,57,101.4,16.7,81.5,23.3,72.3,6.7
16,10,14,2500,3,40,35,178.7,0,53,47,116.5,63.3,91.1,43.3,73.4,13.3
16,10,14,2500,3,40,40,186.4,0,50,50,125.5,70.0,119.8,53.3,77.2,26.7
16,10,14,2500,3,50,25,72.0,0,100,0,96.4,13.3,73.4,10.0,70.8,0.0
16,10,14,2500,3,50,30,72.0,0,100,0,103.0,40.0,84.7,23.3,75.3,20.0
16,10,14,2500,3,50,35,74.0,0,100,0,119.4,53.3,93.7,53.3,80.1,33.3
16,10,14,2500,3,50,40,76.3,0,100,0,106.6,46.7,103.9,66.7,79.6,33.3
16,10,14,2500,4,30,25,189.9,0,60,40,108.5,46.7,64.5,0.0,66.4,3.3
16,10,14,2500,4,30,30,191.8,0,57,43,105.7,36.7,97.9,13.3,82.4,40.0
16,10,14,2500,4,30,35,160.5,0,77,23,113.7,20.0,107.0,83.3,106.2,73.3
16,10,14,2500,4,30,40,206.6,0,50,50,117.7,60.0,115.7,76.7,103.0,83.3
16,10,14,2500,4,40,25,166.3,0,67,33,95.9,20.0,78.5,0.0,73.0,0.0
16,10,14,2500,4,40,30,194.3,0,50,50,103.6,16.7,94.4,20.0,81.2,3.3
16,10,14,2500,4,40,35,174.0,0,60,40,112.7,46.7,112.8,83.3,91.9,53.3
16,10,14,2500,4,40,40,172.8,0,60,40,115.9,83.3,117.9,86.7,102.4,90.0
16,10,14,2500,4,50,25,195.1,0,47,53,93.4,6.7,67.1,3.3,66.0,6.7
16,10,14,2500,4,50,30,133.1,0,73,27,111.9,63.3,84.3,20.0,74.2,16.7
16,10,14,2500,4,50,35,170.8,0,57,43,104.1,33.3,97.5,50.0,80.6,16.7
16,10,14,2500,4,50,40,148.0,0,67,33,120.8,80.0,108.8,53.3,88.3,43.3
16,10,14,2500,5,30,25,200.6,0,53,47,94.2,13.3,67.6,6.7,66.3,10.0
16,10,14,2500,5,30,30,172.6,0,67,33,101.5,36.7,93.2,23.3,80.9,26.7
16,10,14,2500,5,30,35,211.8,0,57,43,108.2,30.0,112.5,76.7,90.1,56.7
16,10,14,2500,5,30,40,184.8,0,60,40,115.1,40.0,117.5,73.3,101.1,76.7
16,10,14,2500,5,40,25,192.4,0,60,40,106.8,20.0,75.5,10.0,76.3,13.3
16,10,14,2500,5,40,30,217.8,0,43,57,109.4,63.3,86.6,10.0,84.5,30.0
16,10,14,2500,5,40,35,183.6,0,60,40,116.2,60.0,117.8,73.3,94.3,50.0
16,10,14,2500,5,40,40,228.6,0,37,63,112.4,60.0,115.7,90.0,96.6,80.0
16,10,14,2500,5,50,25,182.0,0,57,43,100.4,26.7,80.4,6.7,75.2,3.3
16,10,14,2500,5,50,30,200.0,0,50,50,107.8,33.3,85.4,20.0,79.8,16.7
16,10,14,2500,5,50,35,201.3,0,47,53,111.5,43.3,119.9,53.3,95.9,60.0
